work_id,title,otrostitulos,automatic_slug,current_generated_slug,desired_report_slug,reason,old_slug_candidates
MORETO&BELMONTE&MENESES_PrincipePerseguido,"Príncipe perseguido, El",,analisis-estilometrico-el-principe-perseguido,analisis-estilometrico-el-principe-perseguido,,exact-title-duplicate,"analisis-estilometrico-el-principe-perseguido [Príncipe perseguido, El]; analisis-estilometrico-el-principe-perseguido-0 [Príncipe perseguido, El]"
PACHECO_PrincipePeregrino(Transk-MSS),"Príncipe perseguido, El",,analisis-estilometrico-el-principe-perseguido-0,analisis-estilometrico-el-principe-perseguido-0,,exact-title-duplicate,"analisis-estilometrico-el-principe-perseguido [Príncipe perseguido, El]; analisis-estilometrico-el-principe-perseguido-0 [Príncipe perseguido, El]"
CASTRO_ProgneYFilomena,Progne y Filomena,,analisis-estilometrico-progne-y-filomena,analisis-estilometrico-progne-y-filomena,,exact-title-duplicate,analisis-estilometrico-progne-y-filomena [Progne y Filomena]; analisis-estilometrico-progne-y-filomena-1 [Progne y Filomena]; analisis-estilometrico-progne-y-filomena-0 [Progne y Filomena]
DESCONOCIDO_ProgneYFilomena,Progne y Filomena,,analisis-estilometrico-progne-y-filomena-0,analisis-estilometrico-progne-y-filomena-1,,exact-title-duplicate,analisis-estilometrico-progne-y-filomena [Progne y Filomena]; analisis-estilometrico-progne-y-filomena-1 [Progne y Filomena]; analisis-estilometrico-progne-y-filomena-0 [Progne y Filomena]
ROJAS_ProgneYFilomena,Progne y Filomena,,analisis-estilometrico-progne-y-filomena-1,analisis-estilometrico-progne-y-filomena-0,,exact-title-duplicate,analisis-estilometrico-progne-y-filomena [Progne y Filomena]; analisis-estilometrico-progne-y-filomena-1 [Progne y Filomena]; analisis-estilometrico-progne-y-filomena-0 [Progne y Filomena]
CERVANTES_RetabloDeLasMaravillas(Entremes),"Retablo de las maravillas, El",,analisis-estilometrico-el-retablo-de-las-maravillas,analisis-estilometrico-el-retablo-de-las-maravillas,,exact-title-duplicate,"analisis-estilometrico-el-retablo-de-las-maravillas [Retablo de las maravillas, El]; analisis-estilometrico-el-retablo-de-las-maravillas-0 [Retablo de las maravillas, El]"
QUINONES_RetabloMaravillas(Entremes),"Retablo de las maravillas, El",,analisis-estilometrico-el-retablo-de-las-maravillas-0,analisis-estilometrico-el-retablo-de-las-maravillas-0,,exact-title-duplicate,"analisis-estilometrico-el-retablo-de-las-maravillas [Retablo de las maravillas, El]; analisis-estilometrico-el-retablo-de-las-maravillas-0 [Retablo de las maravillas, El]"
ZABALETA&MARTINEZ&ALI_ReyEnriqueElEnfermo,"Rey Enrique el Enfermo, El","Rey don Enrique el Tercero, llamado el enfermo, El",analisis-estilometrico-el-rey-enrique-el-enfermo,analisis-estilometrico-el-rey-enrique-el-enfermo,,exact-title-duplicate,
DESCONOCIDO(6)_ReyEnriqueElEnfermo,"Rey Enrique el enfermo, El",,analisis-estilometrico-el-rey-enrique-el-enfermo-0,analisis-estilometrico-el-rey-enrique-el-enfermo-0,,exact-title-duplicate,
ROSETE_RosaDeAlejandria(Transk-IMPR),"Rosa de Alejandría, La","Santa Catalina virgen, mártir y doctora",analisis-estilometrico-la-rosa-de-alejandria,analisis-estilometrico-la-rosa-de-alejandria-santa-catalina-virgen-martir-y-doctora,analisis-estilometrico-la-rosa-de-alejandria,exact-title-duplicate,"analisis-estilometrico-la-rosa-de-alejandria [Rosa de Alejandría, La]"
VELEZ_RosaDeAlejandria,"Rosa de Alejandría, La",,analisis-estilometrico-la-rosa-de-alejandria-0,analisis-estilometrico-la-rosa-de-alejandria,analisis-estilometrico-la-rosa-de-alejandria,exact-title-duplicate,"analisis-estilometrico-la-rosa-de-alejandria [Rosa de Alejandría, La]"
ENRIQUEZ_SantaTaez,Santa Táez,,analisis-estilometrico-santa-taez,analisis-estilometrico-santa-taez-0,,exact-title-duplicate,analisis-estilometrico-santa-taez-0 [Santa Táez]; analisis-estilometrico-santa-taez [Santa Táez]
ROJAS_SantaTaez,Santa Táez,,analisis-estilometrico-santa-taez-0,analisis-estilometrico-santa-taez,,exact-title-duplicate,analisis-estilometrico-santa-taez-0 [Santa Táez]; analisis-estilometrico-santa-taez [Santa Táez]
BELMONTE_SastreDelCampillo,"Sastre del Campillo, El",,analisis-estilometrico-el-sastre-del-campillo,analisis-estilometrico-el-sastre-del-campillo,,exact-title-duplicate,"analisis-estilometrico-el-sastre-del-campillo-0 [Sastre del Campillo, El]; analisis-estilometrico-el-sastre-del-campillo [Sastre del Campillo, El]"
BANCES_SastreDelCampillo(Transk-IMPR),"Sastre del Campillo, El",,analisis-estilometrico-el-sastre-del-campillo-0,analisis-estilometrico-el-sastre-del-campillo-0,,exact-title-duplicate,"analisis-estilometrico-el-sastre-del-campillo-0 [Sastre del Campillo, El]; analisis-estilometrico-el-sastre-del-campillo [Sastre del Campillo, El]"
CALDERON_SelvaConfusa,"Selva confusa, La",,analisis-estilometrico-la-selva-confusa,analisis-estilometrico-la-selva-confusa,,order-ambiguous,"analisis-estilometrico-la-selva-confusa [Selva confusa, La]; analisis-estilometrico-la-selva-confusa-0 [Selva confusa, La]"
LOPE_SerranaDeLaVera,"Serrana de la Vera, La",,analisis-estilometrico-la-serrana-de-la-vera,analisis-estilometrico-la-serrana-de-la-vera-0,,exact-title-duplicate,"analisis-estilometrico-la-serrana-de-la-vera-0 [Serrana de la Vera, La]; analisis-estilometrico-la-serrana-de-la-vera [Serrana de la Vera, La]"
VELEZ_SerranaDeLaVera,"Serrana de la Vera, La",,analisis-estilometrico-la-serrana-de-la-vera-0,analisis-estilometrico-la-serrana-de-la-vera,,exact-title-duplicate,"analisis-estilometrico-la-serrana-de-la-vera-0 [Serrana de la Vera, La]; analisis-estilometrico-la-serrana-de-la-vera [Serrana de la Vera, La]"
HURTADO-VELARDE_SieteInfantesDeLara(Transk-IMPR),"Siete infantes de Lara, Los",,analisis-estilometrico-los-siete-infantes-de-lara,analisis-estilometrico-los-siete-infantes-de-lara-0,,exact-title-duplicate,"analisis-estilometrico-los-siete-infantes-de-lara [Siete infantes de Lara, Los]; analisis-estilometrico-los-siete-infantes-de-lara-0 [Siete infantes de Lara, Los]; analisis-estilometrico-los-siete-infantes-de-lara-burlesca [Siete infantes de Lara, Los (Burlesca)]"
CUEVA_SieteInfantesDeLara(Transk-IMPR),"Siete infantes de Lara, Los",,analisis-estilometrico-los-siete-infantes-de-lara-0,analisis-estilometrico-los-siete-infantes-de-lara,,exact-title-duplicate,"analisis-estilometrico-los-siete-infantes-de-lara [Siete infantes de Lara, Los]; analisis-estilometrico-los-siete-infantes-de-lara-0 [Siete infantes de Lara, Los]; analisis-estilometrico-los-siete-infantes-de-lara-burlesca [Siete infantes de Lara, Los (Burlesca)]"
SALAZAR_TetisYPeleo,Tetis y peleo,,analisis-estilometrico-tetis-y-peleo-0,analisis-estilometrico-tetis-y-peleo-0,,exact-title-duplicate,analisis-estilometrico-tetis-y-peleo-0 [Tetis y peleo]; analisis-estilometrico-tetis-y-peleo [Tetis y Peleo]
BOLEA_TetisYPeleo(Transk-IMPR),Tetis y Peleo,,analisis-estilometrico-tetis-y-peleo,analisis-estilometrico-tetis-y-peleo,,exact-title-duplicate,analisis-estilometrico-tetis-y-peleo-0 [Tetis y peleo]; analisis-estilometrico-tetis-y-peleo [Tetis y Peleo]
DIAMANTE_TiranoCastigado(Transk-IMPR),"Tirano castigado, El",,analisis-estilometrico-el-tirano-castigado,analisis-estilometrico-el-tirano-castigado-0,,exact-title-duplicate,"analisis-estilometrico-el-tirano-castigado [Tirano castigado, El]; analisis-estilometrico-el-tirano-castigado-0 [Tirano castigado, El]"
LOPE_TiranoCastigado,"Tirano castigado, El",,analisis-estilometrico-el-tirano-castigado-0,analisis-estilometrico-el-tirano-castigado,,exact-title-duplicate,"analisis-estilometrico-el-tirano-castigado [Tirano castigado, El]; analisis-estilometrico-el-tirano-castigado-0 [Tirano castigado, El]"
GODINEZ_TrabajosDeJob,"Trabajos de Job, Los",,analisis-estilometrico-los-trabajos-de-job,analisis-estilometrico-los-trabajos-de-job,,exact-title-duplicate,"analisis-estilometrico-los-trabajos-de-job [Trabajos de Job, Los]; analisis-estilometrico-los-trabajos-de-job-0 [Trabajos de Job, Los]"
GODINEZdudosa_TrabajosDeJob(Auto)(Transk-MSS),"Trabajos de Job, Los",,analisis-estilometrico-los-trabajos-de-job-0,analisis-estilometrico-los-trabajos-de-job-0,,exact-title-duplicate,"analisis-estilometrico-los-trabajos-de-job [Trabajos de Job, Los]; analisis-estilometrico-los-trabajos-de-job-0 [Trabajos de Job, Los]"
CALDERONdudosa_TravesurasSonValor(Transk-IMPR),Travesuras son valor,,analisis-estilometrico-travesuras-son-valor,analisis-estilometrico-travesuras-son-valor,analisis-estilometrico-travesuras-son-valor,exact-title-duplicate,analisis-estilometrico-travesuras-son-valor [Travesuras son valor]
CALDERON_TresMayoresProdigios,"Tres mayores prodigios, Los",,analisis-estilometrico-los-tres-mayores-prodigios,analisis-estilometrico-los-tres-mayores-prodigios,,exact-title-duplicate,"analisis-estilometrico-los-tres-mayores-prodigios-0 [Tres mayores prodigios, Los]; analisis-estilometrico-los-tres-mayores-prodigios [Tres mayores prodigios, Los]"
CALDERON_TresMayoresProdigios(Loa),"Tres mayores prodigios, Los",,analisis-estilometrico-los-tres-mayores-prodigios-0,analisis-estilometrico-los-tres-mayores-prodigios-0,,exact-title-duplicate,"analisis-estilometrico-los-tres-mayores-prodigios-0 [Tres mayores prodigios, Los]; analisis-estilometrico-los-tres-mayores-prodigios [Tres mayores prodigios, Los]"
GODINEZdudosa_VenganzaDeTamar(Transk-IMPR),"Venganza de Tamar, La",,analisis-estilometrico-la-venganza-de-tamar,analisis-estilometrico-la-venganza-de-tamar-0,,exact-title-duplicate,"analisis-estilometrico-la-venganza-de-tamar-0 [Venganza de Tamar, La]; analisis-estilometrico-la-venganza-de-tamar [Venganza de Tamar, La]"
TIRSO_VenganzaDeTamar,"Venganza de Tamar, La",,analisis-estilometrico-la-venganza-de-tamar-0,analisis-estilometrico-la-venganza-de-tamar,,exact-title-duplicate,"analisis-estilometrico-la-venganza-de-tamar-0 [Venganza de Tamar, La]; analisis-estilometrico-la-venganza-de-tamar [Venganza de Tamar, La]"
CALDERON_VidaEsSueno,"Vida es sueño, La",,analisis-estilometrico-la-vida-es-sueno,analisis-estilometrico-la-vida-es-sueno,,exact-title-duplicate,"analisis-estilometrico-la-vida-es-sueno [Vida es sueño, La]; analisis-estilometrico-la-vida-es-sueno-0 [Vida es sueño, La]; analisis-estilometrico-la-vida-es-sueno-primera-version [Vida es sueño (Primera versión), La]; analisis-estilometrico-la-vida-es-sueno-segunda-version [Vida es sueño (Segunda versión), La]"
CALDERON_VidaEsSueno(Loa),"Vida es sueño, La",,analisis-estilometrico-la-vida-es-sueno-0,analisis-estilometrico-la-vida-es-sueno-0,,exact-title-duplicate,"analisis-estilometrico-la-vida-es-sueno [Vida es sueño, La]; analisis-estilometrico-la-vida-es-sueno-0 [Vida es sueño, La]; analisis-estilometrico-la-vida-es-sueno-primera-version [Vida es sueño (Primera versión), La]; analisis-estilometrico-la-vida-es-sueno-segunda-version [Vida es sueño (Segunda versión), La]"
LOPE_VillanoEnSuRincon,"Villano en su rincón, El",,analisis-estilometrico-el-villano-en-su-rincon,analisis-estilometrico-el-villano-en-su-rincon,analisis-estilometrico-el-villano-en-su-rincon,exact-title-duplicate,"analisis-estilometrico-el-villano-en-su-rincon [Villano en su rincón, El]"
BANCES_VirgenDeGuadalupe(Transk-IMPR),"Virgen de Guadalupe, La",,analisis-estilometrico-la-virgen-de-guadalupe,analisis-estilometrico-la-virgen-de-guadalupe,,exact-title-duplicate,"analisis-estilometrico-la-virgen-de-guadalupe [Virgen de Guadalupe, La]; analisis-estilometrico-la-virgen-de-guadalupe-0 [Virgen de Guadalupe, La]"
GODINEZ_VirgenDeGuadalupe,"Virgen de Guadalupe, La",,analisis-estilometrico-la-virgen-de-guadalupe-0,analisis-estilometrico-la-virgen-de-guadalupe-0,,exact-title-duplicate,"analisis-estilometrico-la-virgen-de-guadalupe [Virgen de Guadalupe, La]; analisis-estilometrico-la-virgen-de-guadalupe-0 [Virgen de Guadalupe, La]"
